,src,tgt,path
63,enter bathroom head into walk-in closet past closet stand in front of sink in laundry room,Enter the bathroom and head into the walk-in closet. Go past the closet and stand in front of the sink in the laundry room. ,"['e271a58ef80545adbb89d25ec15d0045', '54fd5c128cbe4b2599804db60290ea4a', '48c8e8de5830459aa06ebaa4ae2b91ad', '44121bda3e5548c19b595e16c8e59c59', 'cc356636fdbf45769882f5912bc6d009']"
64,forward past table with drawer open hallway,Move forward past the table with the drawer open. Continue down the hallway. ,"['e25b3ee74de846c18029e06899faf471', '057976101e4f4f04b99391f81aa9c1b8', '807009de2d6c43bf857a9250dc76f8be', '56cf724d00bd469c8c4b80ad9ffa68dd', '813bb8880cdf4a24b48d97af1b4443a2', 'f490656d21134ff79be372d985ad965c', 'fd263d778b534f798d0e1ae48886e5f3']"
65,with door outside on right out of room through door in front of ladder on third rung from top,"With the door going outside on your right, walk straight out of the room through the door in front of you.  Go up the ladder and stop on the third rung from the top. ","['05d8dd39b5de44b58287a6de59cdba37', '846f6ed84cdc4f3c9400cbdfb4e098eb', '185a777f88df4f4caef435ac26323c85', '629d8b184bc64fcab6bea40d18d71c66', 'c0b35cf0420249eebcfd32127aec6a6d', '39f7bd2434cc4f4798baec7990880eb6', 'f8a1271047a0471e83c51ec2be8df013']"
66,exit room stairs right of cabinets through doorway on by cabinets building wait by gate,"Exit the room, go up the stairs to the right of the cabinets, walk through the doorway on the left by the cabinets, exit the building, wait by the gate. ","['586320dcac014267ac7fe23ec4792550', '89eeae92b2fe4b68abb274970a931608', '18e3c05b91774b1b9200fa4b1966bf74', '1226e70df8e44d6596ea46945a62f689', '49913376d9ab471a8fce92a8edc786b9', '6c7301f898ff4b4c9d915dfbe887d507', 'f7a2350f36174c5e80dce2d3b77fb777']"
67,hard right way down hall at bedroom door,Turn hard right and walk all the way down the hall. Stop at the sliding bedroom door. ,"['357424fc423a4e978fa88a8e4d3bed78', 'c305c2e9304047b2a87bd1e56ce01b55', 'b04418ba1f3c437f9006e16dfab20c2f', '32eb496edc0d4c42a2ab57fff2512a99', '4b643a114c19427ba3f1f5b2580f6724', 'a80b69cbef164e11a55f467eafa1d255', 'f3748786c3704532abb2358581488f3f']"
68,walk straight chairs on left wait before double glass doors plant,Walk straight. Pass the two chairs on the left. Wait before you get to the double glass doors and the plant. ,"['58cdf4425f984bc8bec9ed57b96feff4', 'a434d2704d9542bf93f1d7cf9ebbdab1', 'b74fe16da1314290afeb10ce7ceae1c6', '272d5682d2b940e2871c0edec0ead4fd', 'e5a78454e4294078b57a581830400cbd', '9485c0adab6941f6bc4c502d75ea4722', '15a194390fdd47f9a0afd6753a0ba588']"
69,walk hallway right at end of hall right into bedroom beside nightstand,Walk to the hallway and take a right. At the end of the hall take another right into the bedroom and stop beside the nightstand. ,"['be3d7ae0352d481191e4c9e351e71b08', '88f5ba9d06ac4413b1a3908af6544308', '0a796daf5b734fbbb52974e2349a6c0e', '27a601b205344b9dbe17e9f7afb07c87', '78320616d9c54b66bccceaf17ace30cf', '62994d72dab246fbb839f3699b9cacd6', '413903c083d64f2696539cf9f181894e']"
70,exit restroom immediate left past water cooler double glass doors head into beauty spa store directly on left,Exit the restroom and take an immediate left past the water cooler and the double glass doors.  Head into the beauty spa store directly on the left. ,"['4287e40095c54b58bfa14e1fa6dc53ad', '1883286dc68046a88c51e1d3e0ac803e', '4c36ad33c7b247b8892f703cd6327ab6', '975c5e19ef5044dab4de3980447432f1', 'abd07590a9b4447faed42e2224873ad5', '336a502a339541dfb5932e19b0546819', 'efd08e9fd6e84cfcb3aee4af348a0aa8']"
71,walk inside through double doors on second story just inside in front of guardrail,"Walk inside through the double doors on the second story. Stop just inside, in front of the guardrail. ","['60438933298549fcbc9d4d2d25a0b852', '8880585c8f53461fbe827765c2cb6fc7', '4c9fab5cc3254cba83b3768b25f1b105', 'b0e387fe3ac24aad80279f6485d31fd6', '05a7eee165964cffb1a6ae6ace6a8c8a', 'efd2f06dc9de45598b70828ba6168bd8', '1f169ea3d73c4cc8b7f653c4d4ff15cb']"
72,exit bathroom right right again at dinning room table wait by partition,Exit the bathroom and turn right. Turn right again at the dinning room table and wait by the partition. ,"['6e41a7632c5a4048a17a316d7192b97e', '05869550e06a407a8dedf24f887c9b26', '00f205a65f374c5299b67176c0852e91', 'f75d8b1b682c4fee965dd7c5c2dfae74', 'c06aae190b804b759496db0b88fe4820', 'c3c5e202b9a04a63ae33742fe9095936', '859a7c9c12c847d9a6860bd6d6bd635a']"
73,through kitchen then round table hairs steps wait near white chair on left,Go through the kitchen then turn left. Pass the round table and hairs. Go down the steps and wait near the white chair on the left. ,"['fcaf3b3dc15748f4b64f237de2c972ea', '1535c13966f046a6b91b1ee948d3080c', '55c2c79e066d435bb4ca0ed7184e3b22', 'c1cbcf69784e4e70b0f05a22ce4554b2', '9485c0adab6941f6bc4c502d75ea4722']"
74,right of island turn left right,Go to the right of the island and turn left. Keep going and turn right and stop. ,"['973376bafe724fcc8ed715838fba05cb', 'b9548561951c4fe7b8a1c0cae0f46daf', 'e7f453ee1079449fafa407b4e4e8e40c', '291e15430a244626a01d05c3d5396156', 'd5564d85f56d487691208da5b0d22123']"
75,exit area right right up stairs at top of stairs right then right again at big window,Exit the living area to your right and go right and up the stairs. At the top of the stairs go right and then turn right again and wait at the big window. ,"['5395b0d960da4a10a3fa76ec47a060f5', 'b86b79b6a66546e58155579ef00b1e7d', 'e4fb260227ff4f5d88c1ccc8e4dd1e75', '3c8b0995c325481a85ad4648931e5fde', 'bacef43d28c74751a7bd62578d443053', '001d8a657cbd41e7bf5a538e5768b058', 'e908015113524e25a0fe06c0f88d6bb2']"
76,past fireplace left through doors right turn under deer head straight open door stand in doorway women bathroom,"Go past the fireplace, make a left and go through the doors. Make a right turn under the deer head and go straight to the open door. Stand in the doorway to women's bathroom. ","['8d27cd9bb3884465a9c48ad38fde69fd', '592a33a207ee425ebaa1c86f9a31e1a3', '54f83ce9bf4543ff8219bd1c450ada78', 'd166ebf97d1b4e1bae5234cb40ad4a50', '761e41fbabfd4f1c80c3ab77df6732ce', '635e26ebc0594a23b1159bb0c6d15cc8']"
77,forward near top of stairs then stairs on stairs just after curve,"Walk forward near the top of the stairs, then walk down the stairs.  Stop on the stairs just after the curve. ","['175d0c8d6d7244f5bbeb03190345cb68', 'f0bf7f3b529548a5a2c36fcc9b05b714', 'c10178a834d7433f8294a88b74d71954', '2e99c4517678406c935d5c8bb25942c8', '282d98c53101421f9df5e0aed5d356a3', 'c742bd01328e48a0acc256a1ce2a48fc']"
78,walk end of table next christmas tree turn open doorway in current room so back door forward feet behind second chair into table,Walk to the end of the table next to the Christmas tree.  Turn left and walk to the open doorway.  Staying in the current room.  Turn around so your back is to the door.  Walk forward and stand two feet behind the second chair pushed into the table. ,"['29a1f267ef234fc6ac2e2554351c2620', '019eb9153bc6402fb99b1dcfa8bcf303', 'a6ba3f53b7964464b23341896d3c75fa', 'c407e34577aa4724b7e5d447a5d859d1', '9f68b19f50d14f5d8371447f73c3a2e3']"
79,walk through open door into office area pass in front of desk in room through open double doors into next room walk along cabinet area with sink walk past bathroom through arched entryway ahead turn up first few steps of stairwell,Walk through the open door into the office area. Pass in front of the desk in the room and continue through the open double doors into the next room. Walk along the cabinet area with a sink. Walk past the bathroom and through the arched entryway ahead. Turn and walk up the first few steps of the stairwell. ,"['505ef208c8be40f283ade476c7340f3f', '82060e76b8e743c39c7eba0fb02cb5dc', '9b17f6bce0cf41d9ad7eacc6dfeb73e1', 'dfb1f5674ff1434f8e101bcd9d3cfb20', '8630d0d97d4c4767b37488dfbe97f51b', '51d93d4c184f4197bd84f9b082b54e2b', '54412fe5b92e49239cb028c9234aaa0c']"
80,walk out of door bedroom right down hall right again into bedroom with twin beds turn wait in front of bathroom,"Walk out of the door to the bedroom, turn right, walk down the hall, turn right again into the bedroom with the twin beds, turn left, and wait in front of the bathroom. ","['b2cdb1ea2d0c49d7aea08ea59c6183a9', 'f339391e9479496e8652c972953f0ce4', '9affa8b685294bf1b15cc7538b035088', '3892d409b66644439f5afcf3d296efbf', '78485dd696e24574a37f81dea58c5f4f', 'ddc9afa8e031453abd45c783fbfeb4aa', '031a6316a244425c8c9a7a43ab6de08d']"
81,bathroom through bedroom into hall wait right on second step,"Go out the bathroom, through the bedroom and into the hall. Wait to the right on the second step. ","['dfce0b29de62478583bbffdd7cbb419b', 'e9ed6ef28a5d4524b567d23c47f07a74', '3797fe9d97b14ccda8c346ddd7cc1c67', '846c8d973a1a460ca942e15733cddc71', 'ad3a2912de974a5690af5050e6ade942', 'af2982c371134df79520b348071775a0', '1226e70df8e44d6596ea46945a62f689']"
82,turn hall then right at end of hallway doorway straight then right bed then in front of shower,Turn left and go down the hall. Then take a right at the end of the hallway and enter the doorway. Continue straight and then turn right. passed the bed and then stop in front of the shower. ,"['90dcb8a526504454b728d3f7951f153f', '33a824661ad34d9391d80d87485b5356', '45eac43ea9054cbbaa91863a5aa202fa', '6b3e8eaf98a14207b9ec30d4105938ce', '3c4a8eb4ef504942b6df1937932aa3f2', '428bc90067994001952048f25dc4e57d', '854eec676352475f90d1fb18677f9a8b']"
83,turn clawfoot tub towards window stairs stop,Turn around and go passed the clawfoot tub. Go towards the window up the stairs and stop. ,"['f8aed080cca34f1cae4c902c6824975e', '50e0db1cdcee40949b8402761bebf8cf', '8139a0f57cf042879b8c6a08a680d225', '20073dab0be246c095ca24d90522b1f4', 'beb7c8d8ece54bb6816434316cc2bd8b', 'a693951992f44f3b8e06c02e16382da3']"
84,flight of stairs,Go down the flight of stairs. ,"['16054430491d4aa184791bc396128430', 'e3c840907dd04cf7b991823c664a2ee6', 'b2726280b7314fe29ee9ddebd7060a2c', '77d87c2eae1845e693d164b1a7845eed', 'd2c0d74f544446a893d33bf053de2046', 'fb6686350a574fc5ad854b3fc87c1bcb']"
85,turn through doorway on left of chair down left corridor into bedroom in front of first brown tan picture on left,"Turn left and walk through the doorway on the left of the chair.  Walk down the left corridor, into the bedroom.  Stop in front of the first brown and tan picture on the left. ","['5fc9ee5a54774739823437f476d70575', '3aa2bb32a50049de842d066eff185b66', 'c32e11fd03ac4b2bb88aafacff21527f', 'ba63547adb5643acbeaa36513d8b4e6b', '6e690e23af17426092fe6553e7cc069e', '12eaf8b2b7b64622b330bd58d275f02a']"
86,flight of stairs turn hallway bedroom step into room onto rug by window in front of chair wait there,Go down one flight of stairs and turn left. Cross the hallway and enter the bedroom. Step into the room and onto the rug by the window and in front of chair and wait there. ,"['090a8663beeb4ce6aeadfe720ea0c8e9', 'cb6b9124a9594b4788966d28129cf531', '558c07ff6d6d4d268f6c8de7abd76d1d', '8be16af9cace4e9b94801e77b10c9f43', '99142bab4f864a50ba45e703c5b7f08d', '14c83bad01c34657ab846a7a2446e812']"
87,turn out wood doors with glass once in hallway turn right enter hallway at first room left at storage drawers,Turn left and walk out the wood doors with glass. Once in the hallway turn right and enter hallway. Stop at the first room to your left looking at the storage drawers. ,"['52ca4f1175c846b0ab281ed9135b1040', '0965af34fada440a89bfb3700aa800c1', 'cffa1c807d2c4a708aa1e5f42aeba106', 'b09e4d4c48154b58914cf98dc3d8983a', 'b2f31140a9d0482096da4ac481fb8a56', '4262bd54789f4caf839be008248e4d90']"
88,rotate slightly left walk forwards towards bottom of staircase towards left walk through door on left.turn right walk through door with mirror down hall through door at end of hallway walk towards sink mirror inside bathroom area in front of plant,Rotate slightly to the left. Walk forwards towards the bottom of the staircase. Looks towards the left and walk through the door on the left.Turn right and walk through the door with the mirror and down the hall through the door at the end of the hallway. Walk towards the sink and mirror inside the bathroom area and stop in front of the plant. ,"['4e528d58657147978ac5c28a9168a870', '498ad4add3424a4eaf28355ded64c622', '96d3ea8a25b347e4b097f070a1cba15e', '7dcc99131ec74b968cb9d728c49220e0', 'e6e19fd376c544b58035a32bd44ed8d4', '4ed50a2f86384de599f06df862d17b10', 'c5fe339f452f4eddb9659f812c38c748']"
89,walk through doors past sink right past kitchen counter then open doors once near table,"Walk through the doors and past the sink, make a right past the kitchen counter and then towards the open doors. Stop once you're near the table. ","['4d0c6278077640f09dfa20ccde18bc98', '17535b07dd374560a191b4e0d092b479', '858d6ec47f1045bbb9f2e5e0e1b380ae', '7dd8fe295b224962b6933cbd67d77eeb', 'd3f5d9ad84994c68afac6a292c39e2b3', '833c62d173f14aaabd2618c4aa1aefc2']"
90,stairs right into narrow hall right into first bedroom stop between chair bathroom door,Go up stairs and turn right into narrow hall. Turn right into first bedroom and stop between chair and bathroom door. ,"['fa51cb2051f240d795737cdffeda6178', '12c934ed973740efbdbe207ab3a064d3', 'f99835e3fffc45bbb3b4c992c78756e5', '9594700e2d354cc89c318b8df7ac29b1', 'd75fa5875ff1464497e5c2191ee803b9']"
91,right into hallway past zebra painting living room turn into kitchen wait by refrigerator,turn right into the hallway and continue past the zebra painting. Enter the living room and turn left. Turn left into the kitchen and wait by the refrigerator. ,"['b2f31140a9d0482096da4ac481fb8a56', 'b09e4d4c48154b58914cf98dc3d8983a', '4bc28cee06d54af9aef263db6f9f2016', '8e9d71e0515e46d6a9b0d2e8dd1a50fc', '9376619fe9f04b57afe602afe554c680', '667ff0920b9e411fadec2d197fb1b212', '0d2c70fefca244809696dde968e50174']"
92,exit bedroom into hall turn bedroom way bathroom stop,"Exit bedroom into hall and turn left to another bedroom, make your way to the bathroom and stop. ","['8761fe0f67a041cf96957879f73fbd5e', '0608309a14594ef9ac53c26b9e03a1ae', 'd1af2f90794243db807d60a07050941c', '505ca3ca13414b7884dd6332040ca52c', 'ab2d0f38b21e4493a632fd5aa8ef99a8']"
93,turn light blue chairs with fireplace turn into bathroom wait near sink,Turn left and pass the light blue chairs with the fireplace. Turn left and go into the bathroom. Wait near the sink. ,"['11d09ac7978b4086b4f343aeb01dedb9', '091c189689a74ae3908ba76361e0cae0', '7a489c31ceb14eca8783e4f1d8dc1c41', 'b6169d6b759547769509b4d781a8bff6', '69cbdf9fd3b64552b57887b813845cfa']"
94,turn hallway then at door,Turn around and go down the hallway. Then turn left at the door. ,"['9e574409dd8f41419ddd6d06cb5c4dae', '50e6b50f81554912a305b166a0fd1a85', '2e9912cb8d1842f88aff7bb59bdcbf5d', 'f3fb79361ba64ba3b4d5c2160f4d4f1f', 'd1ca17ceba9045d8b65ac93f8d3cdaf1', '9594700e2d354cc89c318b8df7ac29b1', 'd75fa5875ff1464497e5c2191ee803b9']"
95,toward television wait by with candles on left of television,Go toward the television. Wait by the shelving with candles on it to the left of the Television. ,"['ffd54f8c14fb4350b1e5ddcc7bfea136', '624b17d75c344a0e8122c7b0c6858dce', 'af73d4fc48ee4f6f95f8b66b640785a5', 'dc69d1d9957248c0a29e8044c49989e3', '0163f2c462ed46a08eb3dbce625c9a9d', 'f21573f2d2f244fd9e176c94f75b063f']"
96,walk past fireplace through door on other end of room stop after through door,Walk past the fireplace and through the door on the other end of the room. Stop after passing through the door. ,"['1981c29bb2b049138b7ada0f2b35c526', 'e20ca2d896bc41bb9c03a679bf94fd68', 'da07d639cbd44e46abf3c23d9f7fa2c5', '89a5978345854bd486450d81c204a79d', '78d6e1d2e0d042af9f1c96b180d449d6', '34b8aac0033445599e8932a355b34695']"
97,circular stairs on third step from top of first level,Go up the circular stairs and stop on the third step from the top of the first level. ,"['3b67353ba5e64feeb33884037fa14ce6', 'f97419bd62f6462fbbf8fb8adc4dea29', '951cc0dd0e75482fafe85cec96376fb0', '682b19fbab024b3ca81f62cd4d287ca7', 'e4fb260227ff4f5d88c1ccc8e4dd1e75', '3c8b0995c325481a85ad4648931e5fde']"
98,down hall past paintings turn past photographs in entryway by air vent,Walk down the hall past the paintings and turn left past the photographs. Stop in the entryway by the air vent. ,"['37b040b5341f4f6abb47f59d60963072', '74a12d0675b54d6193ba63104a6a8e2e', '5848b29e18924f5594fbec08340fb7a9', '32c24c4472f346bc9b292f8997b9f82e', '8f1936c546cb4b4d9a1f6a6ad8949e5a', 'b6018ae2d13248f7a12edbf31f70b04d']"
