src,tgt,path
walk door in front of over stove turn right,Walk straight to the door in front of you.  Walk over to the stove and turn to the right. ,"['1b584863928f47c68978bca62781228b', '494dd8583d9441feb7669b8ee539d037', '343a6c70ea474e92b1918236fcf0326b', '7791c5109cc04bc8b1c56f38aec384a3', '7b5d4b406dcf462e8edb1b1dce825695']"
walk past reception desk hollow wall walk past wicker basket stop by painting,Walk past the reception desk and left around the hollow squared wall. Walk left past the wicker basket and stop by the painting. ,"['abd07590a9b4447faed42e2224873ad5', '975c5e19ef5044dab4de3980447432f1', '55fb9841019e4ca3ad98f4ff85ea4cab', '2ab7cc6ff29e4f8298446de2fb2a3f01', 'aaaacb5ba3d54336ab642045633dd829']"
bedroom left stairs up fourth step wait,"You need to leave the bedroom and make a left to get to the stairs, walk up to the fourth step and wait. ","['f2ad72c11231453fa9a85ea2cb22be42', '071418244e994a8284a535fc136de090', '935b3ea73b7a40cba6b0964f6d1fd9e7', '6e7445ceeb244238b3162f7fa478bb6a', '63a2a4cb2cba477bba0ad596573efbf9']"
left slight right wait in bathroom,Take a left. Take a slight right. Wait in the bathroom. ,"['7809ee4664cd428c8831a1267d23eaff', '13a8c23dab5b473fa8d449a126b949be', '9231543c6c484c939a501338ad8c1db4', '4e928c0ff7504619b7c308a354c78f5f', '92b53ec4323443c1a4f64e6722f0e8f1']"
stairs in front of in front of mirror at top of stairs,Go up the stairs in front of you. Stand in front of the mirror at the top of the stairs. ,"['1820cb9dba3a4dc0addaf429d2dc96e5', '97e40352821545a9834df205cb834380', '98ab4675e5d44a5693f3b57b370b66a8', '8c9910259a0941ee98435a78e2a8d1f3', 'dea35f3e2e5642aa920e3251f33fa036', '4c2c1e8a608945ccbfe4cde76e6bfc30', '87844ca5aad64bf790eb6db57770008b']"
stairs right on walkway then end right door inside wait,Go down the stairs and make a right on the walkway then walk to the end and make a right. Walk to the door going inside and wait. ,"['cc8aaf0543a44f9fb067340d7b4d2d7e', '9b7fc1f2ab4f4ffe9039d2742f4c7c37', 'b39b9c929eab4dd3816ba5a6affb738c', 'b8b37a15b628463d9cfacb168332912b', '591d52de25f64bbbb3bc6365669c5a0f', 'c4c0d2047c27477aa1fbddd567a6ee4a', 'ce09a3da7596439c8685be5f408afb81']"
walk across exercise room on right next wall walk towards sinks at plant on wall,Walk straight across exercise room to archway on the right next to picture.on the wall. Walk towards sinks. Stop at plant on the wall. ,"['ce525fada36b41c3a89a4e77e83e4e5f', '4eb2befc7e974e45a1956695ca4342e2', '77c8ac324e6e422faac5ffb32bd62c86', '4ed50a2f86384de599f06df862d17b10', 'c5fe339f452f4eddb9659f812c38c748']"
walk past sink right through door up stairs at top of stairs,walk past the sink and turn right. Go through the door and up the stairs. Stop at the top of the stairs. ,"['c0fac4f252f44fb594aceb856fd8eb7b', 'e6ac5393d8494da99808a5691fab817b', '574e933cea2f4e4b9338beb2ad27f64e', 'fdfeed5766974ae2bcd56e05a7de3117', 'ee4b64b51d51492ba75339f30dbab962']"
walk through office turn in hallway until stairs step on landing,Walk through the office and turn left in the hallway.  Keep going until you reach the stairs.  Go up one step and stop on the landing. ,"['f1a519e014f04d569a902f3565d0c209', 'f6f840fb1c134312bc96cbbfbd1d24aa', '5c092cee3b7c4684955a2827c06b87e1', '0e5f1cd9a1cf46ecb2280d75dbb0a819', 'd9a69bc7b8a54a319a05f366120ef056', 'e2b6e4010b84450c8dbc7e86258b4502']"
walk out of under stairs right bathroom door second on right once past door,"Walk out of the under stairs, and take a right. Enter the bathroom throuhg the door second on the right. Stop once you are past the door. ","['f64f236a92db4eb981cf6af366d900c4', '1e6190c84052401d8a2435eed54b82aa', 'f461fdc9b5c54386bcb1350bf4072015', '0fc2263dc29f4a9183320eddd33edb58', '15b25adcf9bb4a0f8c751138a651dd8b']"
turn left then right next desk small white table on left,Turn around and take a left and then take a right. Wait next to the desk and the small white table on the left. ,"['ca6802bef7144bad9d5d1924dada9d9e', 'ba985dab6c6c4e9793362db986a1adab', '86958e49dad94db090a8dd520b4994a3', 'd4ecb79c2639408c845166b646262ece', '1d789dc0ab3a48c8aa051f006d8ae874']"
walk across room revolving door wait in hallway right of reception desk,"Walk across the room and towards the revolving door. Wait in the hallway, to the right of the reception desk. ","['bb55c5f20f784105bae11a40f33cf7d9', '5fb26cecda204c40ae520fbda21ce82e', 'ff643dfda6de401081f3081139c74843', 'f40bd40958c84aff92ba792033933f3d', '44d33d6e1d08491bbbbefbbdf4153521', '97199ffe16bc45d0acb64341501e467e', '21b70fb62de1453295b57dcba54c8310']"
through archway towards outdoor light.turn at couch first counter top at second counter,Go through the archway towards the outdoor light.Turn left at the couch and pass the first counter. Top at the second counter. ,"['f719c2037d3e4b70b30aa2f9e4f87320', 'e844a14235aa4befbb3fad6e54e8715c', 'a475d54e18664630b19f47575a874cf4', '7ee437db8a914c6d8ce7555b3ce6aae4', '7bfd840693034959a2dffb2625026980', 'd2040fe496a245c3bae20b84ce63083a']"
walk past large wooden door on right right towards staircase wait at top of staircase downstairs,Walk past the large wooden sliding door on your right.  Turn right and walk towards the staircase.  Wait at the top of the staircase that would take you downstairs. ,"['318bfec461484262a597cc8fedffecb7', '5f04c594ab574a4b9f4535abdfab07e0', 'c66e1c0bbb6a4418bd97da9967ec435d', '001d8a657cbd41e7bf5a538e5768b058', 'bacef43d28c74751a7bd62578d443053', '830bd3180a5f497d8631f6c8112792d6']"
walk across room right into hall wait at wolf painting,"Walk across dining room, turn right into hall and wait at wolf painting. ","['5e03e25da5354169b69a22d1e83a9396', 'addfea9928174ac1803f8f46cce98c7f', 'c3252976460541b2b3f3f0e120a3e999', '4a8e3e54dff24b6d823116967b9394e1', 'd3864482f6bf42ada7aa0574b0f69f48', '8e9d71e0515e46d6a9b0d2e8dd1a50fc']"
walk around table left straight hallway turn bedroom right wait in closet doorway,Walk around the dining table to the left. Walk straight down the hallway and turn left. Enter the bedroom and turn right. Wait in the closet doorway. ,"['6a57a23befa34262b84aa219156f1432', '8b5fb14f2f854a4ea7f05d76adf7a9d9', '15dc2cb2ace8454eaaeedea4f897cc5a', '8d2813d7fcef4b1baaf6fd9e481bf0e0', '3389b852c9c84bbeb9855d46d3637a1d', '0bee565558544262b0368f2a92702677']"
door right of grey chair right stairs up steps wait there,"Go out the door to the right of the grey chair. Turn right, when you get to the stairs go up 4 steps and wait there. ","['c53e59fe5cc74d95a1d371506001db02', 'd920493bee8644abbb7ecaa0bf69f6f6', '4f4f27a87e4e424d916114f749ea30c7', 'aea462d50c1548abb9e01fa60251a4ad', '4dc03c8cd82e44e7a2a825dc48417f45']"
walk into room on left past table then past bed out of room wait in doorway,Walk into the room on the left. Walk past the table and then walk past the bed. Walk out of the room and wait in the doorway. ,"['8d809c69cc10465abc72da3431e8f2e9', '5ebc7429c5344395b9849773581b6ebc', '03e418be259e4659bb47e1734b02ec67', '96e014c3d5894319b4155277e04ae637', '1619aa4c11c445d092b43bafb4eaefea', '8db786868c1341709ea8777cb822e063']"
stairs toward long table turn step on staircase,Go up the stairs and toward the long table.  Turn left and go up one step on the staircase. ,"['e7c626147b2247f08ca9422d481b8107', 'f324c5a2e85c4957ae6b9073581f3452', '082f6f6ac7c241669643586b39ce562b', '87e385b82c704a29855826d3cf4f79a0', '7fde4f88b5cf4cda9a2f31331fd7ca22']"
walk forward short wall with outdoor shower on right behind wall of stairs down first stairs,Walk forward to the short wall with an outdoor shower on the right. Walk behind the wall to top of the stairs. Walk down the first two stairs. ,"['de5a1f3ff9b24744b104e2e796b5cb29', 'cab30cd8524348de8aa89b2c9e10167d', 'fca61d936fac41c29ef4cd060765822d', '6a397fdd327d4bfa918a0d9586e4d25d', 'bed92083ab4440bab70e7fc5bf0fb42e']"
down hallway past chairs at end of hallway into room on right in doorway bedroom,"Walk down the hallway past the two chairs.  At the end of the hallway, walk into the room on the right.  Stop in the doorway to the bedroom. ","['15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', '0b302846f0994ec9851862b1d317d7f2', '3678af49806f4220b821c23d4ec3d33b', 'd2a0481db3044dfbac40244bdbf9f9e1', '91b54e8895bf4d63922b5ef7ea839d4c']"
up stairs bathroom door wait at painting,"Walk up the stairs, walk to the bathroom door, wait at the painting. ","['ec6d76b6f8ef4cdbb8311d1546249b81', 'ce9ce6a7a34b4bfb8405e6009ed85783', 'e6040538e6ec43a7b73be5b9614ebd68', '9940d688fe8f4fb784cd7d64908fdf4d', 'fa065de5315940abb64684e68f6d686a', 'aa56e0f95db14b4481b0188dfd5b324f']"
turn right hall in hall pictures statues turn bathroom,Turn to the right and go to the hall. In the hall pass the pictures and statues and turn left. Enter the bathroom. ,"['f4939bf6f00a4864832a358f1ea8394e', '28c09c307b11487c999f88e1e9ec3231', 'ecff9ecf0cfe4d8bb83260fc092f3b00', 'd1ffe5280fce4ac5a949cdc9ee8b6f7c', 'dbc0fd77d9384e14a6d0a19302b85a15', '4ff62efbc0934e888120522e4c84e712', '982920829a0b433880410222539f240e']"
walk through living room wait in foyer near table,Walk through the living room and wait in the foyer near the table. ,"['b3c99ac15d9546cd9d58a45647f63934', '370411a65c3d4dc8bd475805ad0f4195', 'f53ff13e8a954c67bda9a46f3e2e88b8', '8b8c58d65b3049ef8a844f237096b06d', '1d8256878b534440b5ba54b31bfb210b']"
turn stairs left left down hallway until just inside doorway of bedroom,"Turn around and go up the stairs, take a left and go left, down the hallway until you are just inside the doorway of the bedroom. ","['9940d688fe8f4fb784cd7d64908fdf4d', 'fa065de5315940abb64684e68f6d686a', '02253cded39e4f26a34c483d645ebcb7', 'ec0421cc61c64f6f8692d327d6838fd5', '3510eb416b7d4d779881abc5b5cf2cec']"
exit bathroom then right.turn left stairs on left wait there,Exit the bathroom then turn right.Turn left and go down the stairs on the left. Wait there. ,"['aaa9cd95e66c4564b2065763e8dfe013', 'e1081fac8ed843dd8afe30f5fe1ddbca', '27b26e3f29384e60944fc6151074b172', '0662f8da68b94d83a47af1e38f28f4e5', '9a503b8a42274ecc9c1fde72a893b75f', '2f211467f33544ff97c624d91f37e5fd', '47bac3dbc0914c429f447f98ee5c504d']"
leave bathroom table turn into bedroom at bed table next bed,"Leave bathroom, walk to pool table, turn left into bedroom. Stop at bed table next to bed. ","['d4507886bc484283a312687dc32d3740', '0c17fd1d27164de4ad2274e6e0d64a89', '90134c38554c4c15b5017daacaa9182a', '02536c70a99d4749bc290d1aa962ebc7', '3825796e4d5b48558b36001b2f96b31c', '79103bf93d81464786b23dc26991d23e', '71834224b28f45aca00f1c19f2ba0668']"
down hall up stairs in doorway near water,"Walk down the hall and up three stairs, stopping in the doorway near some water. ","['f80615548af14224b3d0c65bd5919a3c', 'd245f15a60654c9f92558ba8f5bcb07f', '2a4899c77c1f42a4b951280cdfaecfbc', 'be93855b60e84170abc94b40f91cc2f1', '8ee91b2d909f470596856e0d6ca3ffbe']"
turn stairs at top of stairs stop before into next room,Turn around and go up the stairs. At the top of the stairs stop before going into the next room. ,"['e0f025c0baa94beba57ea499e3d846c5', 'a3fe827d49db4f7caa076c313434d418', '50476a17346a4879906f81b47b9418de', '3b2ba223f6a445a6bf4561f1853e83c1', 'e60f96413bf448889377affdd919ba35', '571d716b0cdd430d99c63474c34f0c9c', '425e120b2d7742b1a8f0902355908761']"
walk past stairs into hallway right down stairs in front of doorway,Walk past the stairs into the hallway and turn right. Walk down the stairs. Stop in front of the doorway. ,"['caf815b583284834a7a07526e93de4e5', '7fe492ec87bb454da624847953073209', 'fa0e214789e1402eb746aab609b8ae4b', '60c1842a4b1c4966a90d779f8ba50e38', '7941933608084efc90d01d7a5deecac6', 'c89cdb4427b144148c8d4b0eff05f1bb']"
stairs straight bedroom at top of stairs once bedroom,Go up the stairs and go straight. Enter the bedroom at the top of the stairs. Stop once you enter the bedroom. ,"['a3fe827d49db4f7caa076c313434d418', '50476a17346a4879906f81b47b9418de', '3b2ba223f6a445a6bf4561f1853e83c1', 'e60f96413bf448889377affdd919ba35', '571d716b0cdd430d99c63474c34f0c9c', '425e120b2d7742b1a8f0902355908761']"
from turn right down hall hall up steps next,"From closet turn right down hall, follow hall up steps and stop next to painting. ","['3107120d425e424dacedb73bf44e9094', '0b302846f0994ec9851862b1d317d7f2', 'de68d1221d1749b392aff06c48512cf0', 'd7ec37565be24b1ca1d4f99c34fc1632', '15791b161c944d269ae3727bf19fc1a6', '751a95287d8e487eac608776f5e3a546']"
walk left of bed stop at hallway,Walk to the left of the bed. Stop at the hallway. ,"['95fd55df065d425fbdf927753a4362ee', '9e594d4805b94a40a8dec94fc0a1cd06', '2a3fd29ff11348719ff3f94d0f3eca6c', 'c9783668a5784d83bdafb4003b81e7fa', 'db6b51d7a53940ddbe44a55d4ba067d7']"
down hall stop at end of hall,Walk down the hall and stop at the end of the hall. ,"['50e6b50f81554912a305b166a0fd1a85', '2e9912cb8d1842f88aff7bb59bdcbf5d', 'f3fb79361ba64ba3b4d5c2160f4d4f1f', 'd1ca17ceba9045d8b65ac93f8d3cdaf1', '9594700e2d354cc89c318b8df7ac29b1', 'f99835e3fffc45bbb3b4c992c78756e5']"
outside walk towards pool stop near patio,"Go outside, walk towards the pool and stop near the patio. ","['fdd61ffd5d834bf3878fabc9ebca4094', '6fb42054fdfb4b6bbf3831589a8c56e5', '1ce731acccb04ec0af8f7992ae21524f', 'fd22cb9d82364bbdb6ea4fdb051a7721', 'd12a35cb161641318a92f9e5dd8915db', '09c10c580a0e4b4cb4f6f9445c4509e0', 'bc497ec23cba4e7b9630cf20f5a73b03']"
down steps down hallway right into blue bedroom wait at entrance,"Walk down steps and straight down hallway, turn right into blue walled bedroom. Wait at entrance. ","['751a95287d8e487eac608776f5e3a546', '15791b161c944d269ae3727bf19fc1a6', 'd7ec37565be24b1ca1d4f99c34fc1632', 'de68d1221d1749b392aff06c48512cf0', '0b302846f0994ec9851862b1d317d7f2', '3678af49806f4220b821c23d4ec3d33b', '9a10d725e7334967a8ca89b2a61c446e']"
turn out of bathroom into room room slight right onto stairs wait here on stairs,Turn around and go out of the bathroom into the room. Exit the room and take a slight right onto the stairs. Wait here on the stairs. ,"['b99a3250408b47f695aee002830b2799', 'fa437e33b5414c09a3e524ffbc183502', '7d4994043088423aa682052ece9719b0', 'd1de344c27c544be87d6705a81aeb732', '234610cd12a1423db5320cdeb532d903']"
walk through doorway directly in doorway on right side of through in front of table,"Walk through the doorway, walk directly in the doorway on the right side of the one you walked through, stop in front of table. ","['72e57ec5278b42a8bbf283eba57b2bc2', 'bf0a1914849644f1a7941fe508f5fee9', '2043564288ac41a48c1e6caad1e7a48c', '6f0a4e9374f24721a85f9853e9381aaf', '67a696124eb54cb9bb570f28df5fb8ab', 'e58d119418644e51acd0c163a430d648', '8cad92a787594649a7887ce3c3c22d5b']"
leave bathroom through bedroom then out bedroom door through hallway step into kitchen then,"Leave bathroom, walk through bedroom, then out the bedroom door, through the hallway, take one step into the kitchen, then stop. ","['61cac35d27254f8b8edba9601c4f8b5f', 'bd9faec23bb3462c94a5fbc6c0a3d5cf', '5b7f2cd508224cf494408c67bb305815', '0cd0dd452a324496afd701e1c4b2e973', '8b219cad487e4091b7c29146f0224729']"
stairs into hall into first bedroom on right next nightstand with telephone on,Continue up the stairs and turn left into the hall. Turn into the first bedroom on the right and stop next to the nightstand with a telephone on it. ,"['490cdc47322b4907810cb18194de7469', '54d172eea1274b8aabd7f625254f7dcd', '912e008205b74654bdcc87040f5f4c6e', '06da7453b0404447beb234e2965c9c1d', 'c32d398fb79d4f23b346493157afb382', '3b9745dc21084335a3f0f5ca091ea43f']"
walk inside towards red circle on marble floor straight wait at bottom of staircase,Walk inside towards the red circle on marble floor.  Continue straight.  Wait at the bottom of staircase. ,"['a58cfc143a484947b0a2c9395e7f11de', '067ad57950864b6482eee91a5bd6f5f5', 'aabe1ec42c7f426a85b709e03c4711e9', '0e59dc94728348e7a3e5e3746f2742ea', '1b07d95cb6784bbebbc116ed20469d65', 'f4810f2f18cb497389628bd8738ba036', '813bb8880cdf4a24b48d97af1b4443a2']"
turn right down hall right at stairs on first landing,Turn right and walk down the hall.  Turn right at the stairs and go down them stopping on the first landing. ,"['bd2d16e81707455eacd72cda7eb5d3d5', '0f7b1ab39cb34297b01bc7d7103888ed', '9c19aeb19e6e4ad98b2a31cc44b9aa7a', 'd38c4ae95f5b4640a2696b923b80d1f4', '9fed9031c0ea482f914d07abfb59970b', 'f523bfbaba0d40f48ff4a8d955c43ac8', '34812a1a581b4f6490268057007f2e1a']"
up stairs wait on balcony directly outside door,Walk up the stairs and wait on the balcony directly outside the door. ,"['aa6ef1806b414e5ab49db9a45595c8cc', '564ec6d404cb4349a21a05e0b4bc5fc8', '2468abd2ba7b4e8a9222d3e318c6ad7f', 'bace700b94f743d1bedc82b611604dee', 'bc563332fa4c48abaef8a1cb712075f8', '42b4de3318a74ec78dcd6f80803ea859']"
walk around bed right doorway right past staircase in front of bathroom,"walk around the bed, take a right. Walk to the doorway, take a right. Walk past the staircase, stop in front of the bathroom. ","['0abcad1faaaa45d296aac7b2083ebe54', 'ba9af4d3f96d4b47bd45d828f2d61d2c', '3ed7021b489144e9931aa86d6ed282c1', '1015e20d2dca4a01b6cca0ca0d71c29a', 'f0bf7f3b529548a5a2c36fcc9b05b714', '175d0c8d6d7244f5bbeb03190345cb68']"
away from bedroom right at white cabinets through doorway past sinks through doorway in front of shower,"walk away from bedroom and turn right at white cabinets, continue straight through doorway, walk past sinks through another doorway and stop in front of shower. ","['acdc9f9be3f64c04a5cc75e768eea67b', '13e891ec449b4cfcbee4c1302b55336a', '148ca4f631fe4c06af243a86e008fb67', 'a17da3e4d65443f89ab161770f40ff0c', 'e4efb01c4d274ae4bfa779cdd3b1e5d1', '3cace39abf5f4a92a2abbc21d51b25bf']"
step then right into cluttered room steps into attic wait there,Go up the step then turn right and go into the cluttered room. Go up the steps into the attic and wait there. ,"['7cd02069ac1546319b95be27fc04d7b5', '20a224daa51e4890a3a954239da2f1c4', '185a777f88df4f4caef435ac26323c85', '629d8b184bc64fcab6bea40d18d71c66', 'c0b35cf0420249eebcfd32127aec6a6d', '39f7bd2434cc4f4798baec7990880eb6', 'f8a1271047a0471e83c51ec2be8df013']"
