src,tgt
walk past couches television just inside hallway,Walk past the couches and the television. Stop just inside the hallway. 
walk through living room hallway wait near glass door,Walk through the living room and enter the hallway. Wait near the glass door. 
head hallway left enter bedroom wait,"Head down hallway, make a left, enter bedroom and wait. "
walk across hallway at intersection turn bedroom wait there,Walk across the hallway. At the intersection turn left. Enter the bedroom and wait there. 
walk straight turn into room wait at entrance,"Walk straight, turn left and go into the room. Wait at the entrance. "
stairs then in middle,Go down the stairs and then wait in the middle. 
down stairs right down stairs stop in middle of red tile at bottom,"walk down the stairs, turn right and walk down those stairs, stop in the middle of the red tile at the bottom. "
stairs at landing right stairs next landing on landing,"Go down the stairs, and at the landing go right. Continue down the stairs to the next landing. Stop on the landing. "
exit room stairs next head hallway stairway glass walls in middle of large room steps wait,Exit the room going up three stairs. Next head straight down the hallway. Go to the stairway that has glass walls in the middle of the large room. Go down three steps and wait. 
up set of stairs left forward through hallway wait at top of stairs left,Walk up the set of stairs to the left. Go forward through the hallway and wait at the top of the stairs to the left. 
stairs bedroom in hallway left stairs on third step from top,Go up the stairs and leave the bedroom. In the hallway take a left and go down the stairs. Stop on the third step from the top. 
