src,tgt
straight into third room from left into closet on left,Go straight into the third room starting from the left and stop when you go into the closet on the left. 
forward toward door directly of plant into bedroom slight left into closet wait there,Walk forward toward the door directly left of the plant. Walk into the bedroom. Take a slight left. Walk into the closet. Wait there. 
walk froward room left of stairs in room left closet in doorway closet,Walk froward and enter the room to the left of the stairs. In the room take a left and enter the closet. Stop in the doorway to the closet. 
enter building down hallway in hallway near stairs,"Enter the building and walk down the hallway. Stop in the hallway, near the stairs. "
walk across porch into house through doorway straight ahead,Walk across the porch and left into the house. Walk through the doorway straight ahead and stop. 
walk chairs by pool wait behind,Walk to the chairs by the pool and wait behind them. 
walk out of bedroom onto patio at bottom of stairs into patio,Walk out of the bedroom and onto the patio. Stop at the bottom of the stairs leading into the patio. 
walk other side of room behind chairs,Walk to the other side of the room and stop behind the chairs. 
turn towards items right walk across room turn again walk across room again wait at doorway,Turn left and walk towards the items. Turn right walk across the room. Turn left again walk across the room again. Wait at the doorway. 
steps into room on right straight ahead right into bathroom wait near sink,Go up the steps. Go into the room on the right straight ahead. turn right and go into the bathroom. Wait near the sink. 
up stairs into bedroom right then right again into bathroom at entryway,"Walk up the stairs and into the bedroom. Turn right, then right again into the bathroom. Stop at the entryway. "
stairs bedroom right bathroom stop wait just inside doorway,Go up the stairs and enter the bedroom. Turn right and enter the bathroom. Stop and wait just inside the doorway. 
exit bathroom then right forward at cabinets in kitchen,"exit the bathroom then turn right, walk forward and stop at the cabinets in the kitchen. "
exit bedroom left of stairs enter bedroom immediately into bathroom wait before toilet,Exit bedroom to hall left of stairs. Enter bedroom and immediately turn left into bathroom. Wait before toilet. 
face table chairs turn down walkway at last urn on brick walkway,"Face the table and chairs, turn left, and walk down the walkway.  Stop at the last urn on the brick walkway. "
walk along deck in front of second window past doors,Walk along the deck. Stop in front of the second window past the doors. 
along outside walkway past plants on side stop at last set of plants before awning,Go along the outside walkway past the plants on either side.  Stop at the last set of plants before the awning. 
walk out of bedroom across empty room in doorway,Walk out of the bedroom and across the empty room. Stop in the doorway. 
turn through door straight through next doors in large room,Turn around and go through the door. Continue straight and go through the next two doors. Stop in the large room. 
exit bedroom through door left of ornate gold nightstand forward past chandelier room with giant centerpiece,Exit the bedroom through the door left of the ornate gold nightstand.  Walk forward past the chandelier and enter the room with the giant encased centerpiece. 
